sexo,prov_res
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Mujer,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Mujer,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Mujer,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Mujer,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Mujer,8
Mujer,8
Hombre,8
Mujer,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Mujer,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Mujer,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Hombre,8
Mujer,8
Hombre,8
Hombre,8
Mujer,8
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Hombre,9
Hombre,9
Hombre,9
Mujer,9
Mujer,9
Hombre,9
Hombre,9
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Mujer,10
Mujer,10
Mujer,10
Hombre,10
Mujer,10
Hombre,10
Hombre,10
Mujer,10
Hombre,10
Mujer,10
Mujer,10
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Mujer,11
Hombre,11
Mujer,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Mujer,11
Hombre,11
Mujer,11
Mujer,11
Mujer,11
Hombre,11
Mujer,11
Mujer,11
Hombre,11
Mujer,11
Mujer,11
Mujer,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Mujer,11
Hombre,11
Mujer,11
Mujer,11
Mujer,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Mujer,11
Mujer,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Mujer,11
Mujer,11
Mujer,11
Hombre,11
Hombre,11
Hombre,11
Mujer,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Mujer,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Mujer,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Hombre,11
Mujer,11
Mujer,11
Hombre,11
Hombre,12
Mujer,12
Hombre,12
Mujer,12
Mujer,12
Mujer,12
Hombre,12
Mujer,12
Mujer,12
Mujer,12
Mujer,12
Hombre,12
Mujer,12
Mujer,12
Hombre,12
Hombre,12
Hombre,12
Mujer,12
Mujer,12
Mujer,12
Mujer,12
Hombre,12
Mujer,12
Mujer,12
Hombre,12
Hombre,12
